Starting to process folder: /Users/shaamarl/Desktop/Projects/opensourceversions/Sundance-SMT/20241211-verus
[1478/3763] Processing: anvil/zookeeper-smt-rabbitmq-smt-rabbitmq_controller__exec__resource__stateful_set.2.smt2 -> UNKNOWN
[1479/3763] Processing: anvil/splinterdb-smt-betree__OffsetMap_v.3.smt2 -> UNSAT
[1480/3763] Processing: anvil/zookeeper-smt-rabbitmq-smt-rabbitmq_controller__exec__resource__config_map.1.smt2 -> UNSAT
[1481/3763] Processing: anvil/splinterdb-smt-betree__FilteredBetree_v.16.smt2 -> UNSAT
[1482/3763] Processing: anvil/splinterdb-smt-allocation_layer__LikesJournal_v.28.smt2 -> OTHER
[1483/3763] Processing: anvil/zookeeper-smt-rabbitmq-smt-rabbitmq_controller__proof__liveness__resource_match__lemma_from_after_get_resource_step_to_after_update_resource_step.smt2 -> OTHER
[1484/3763] Processing: anvil/splinterdb-smt-betree__LinkedBetree_v.110.smt2 -> OTHER
[1485/3763] Processing: anvil/fluent-smt-fluent_controller__fluentbit_config__exec__reconciler.6.smt2 -> UNKNOWN
[1486/3763] Processing: anvil/splinterdb-smt-betree__LinkedBranch_v.41.smt2 -> UNSAT
[1487/3763] Processing: anvil/splinterdb-smt-betree__LinkedBranch_v.2.smt2 -> UNSAT
[1488/3763] Processing: anvil/splinterdb-smt-allocation_layer__MiniAllocator_v.6.smt2 -> UNSAT
[1489/3763] Processing: anvil/zookeeper-smt-zookeeper_controller__proof__liveness__resource_match.7.smt2 -> OTHER
[1490/3763] Processing: anvil/splinterdb-smt-journal__LinkedJournal_v__LinkedJournal.7.smt2 -> UNSAT
[1491/3763] Processing: anvil/zookeeper-smt-zookeeper_controller__exec__reconciler.17.smt2 -> UNKNOWN
[1492/3763] Processing: anvil/splinterdb-smt-allocation_layer__AllocationJournal_v.42.smt2 -> OTHER
[1493/3763] Processing: anvil/splinterdb-smt-betree__PivotBranch_v.28.smt2 -> OTHER
[1494/3763] Processing: anvil/zookeeper-smt-rabbitmq-smt-rabbitmq_controller__proof__helper_invariants__proof__lemma_resource_update_request_msg_implies_key_in_reconcile_equals.smt2 -> OTHER
[1495/3763] Processing: anvil/splinterdb-smt-exec__MiniAllocator_v.8.smt2 -> UNKNOWN
[1496/3763] Processing: anvil/fluent-smt-fluent_controller__fluentbit_config__exec__resource__secret.3.smt2 -> UNSAT
[1497/3763] Processing: anvil/fluent-smt-fluent_controller__fluentbit_config__trusted__spec_types.3.smt2 -> UNKNOWN
[1498/3763] Processing: anvil/splinterdb-smt-betree__FilteredBetree_v.41.smt2 -> UNSAT
[1499/3763] Processing: anvil/splinterdb-smt-betree__FilteredBetreeRefinement_v.26.smt2 -> OTHER
[1500/3763] Processing: anvil/zookeeper-smt-rabbitmq-smt-rabbitmq_controller__proof__helper_invariants__proof__lemma_eventually_always_object_in_response_at_after_update_resource_step_is_same_as_etcd.smt2 -> OTHER
[1501/3763] Processing: anvil/splinterdb-smt-abstract_system__StampedMap_v.4.smt2 -> UNKNOWN
[1502/3763] Processing: anvil/splinterdb-smt-marshalling__IntegerMarshalling_v.30.smt2 -> UNKNOWN
[1503/3763] Processing: anvil/splinterdb-smt-betree__LinkedBranch_v.16.smt2 -> UNSAT
[1504/3763] Processing: anvil/splinterdb-smt-journal__LinkedJournal_v.49.smt2 -> OTHER
[1505/3763] Processing: anvil/fluent-smt-fluent_controller__fluentbit__exec__resource__role.8.smt2 -> UNKNOWN
[1506/3763] Processing: anvil/splinterdb-smt-abstract_system__AbstractCrashAwareSystemRefinement_v.1.smt2 -> UNSAT
[1507/3763] Processing: anvil/fluent-smt-fluent_controller__fluentbit__exec__resource__daemon_set.6.smt2 -> UNKNOWN
[1508/3763] Processing: anvil/splinterdb-smt-abstract_system__MsgHistory_v.2.smt2 -> UNSAT
[1509/3763] Processing: anvil/splinterdb-smt-betree__PivotBetree_v.32.smt2 -> UNSAT
[1510/3763] Processing: anvil/splinterdb-smt-allocation_layer__AllocationJournal_v.15.smt2 -> UNSAT
[1511/3763] Processing: anvil/zookeeper-smt-zookeeper_controller__proof__liveness__zookeeper_api.11.smt2 -> OTHER
[1512/3763] Processing: anvil/splinterdb-smt-betree__PivotBetreeRefinement_v.3.smt2 -> UNSAT
[1513/3763] Processing: anvil/splinterdb-smt-allocation_layer__LikesBetree_v__LikesBetree.4.smt2 -> UNSAT
[1514/3763] Processing: anvil/splinterdb-smt-betree__PagedBetreeRefinement_v.6.smt2 -> UNSAT
[1515/3763] Processing: anvil/zookeeper-smt-rabbitmq-smt-rabbitmq_controller__exec__resource__rabbitmq_plugins.4.smt2 -> UNKNOWN
[1516/3763] Processing: anvil/splinterdb-smt-betree__LinkedBetree_v.20.smt2 -> UNSAT
[1517/3763] Processing: anvil/zookeeper-smt-rabbitmq-smt-rabbitmq_controller__exec__resource__service.6.smt2 -> OTHER
[1518/3763] Processing: anvil/splinterdb-smt-betree__LinkedBranch_v__Refinement_v.1.smt2 -> UNKNOWN
[1519/3763] Processing: anvil/splinterdb-smt-betree__PagedBetreeRefinement_v.36.smt2 -> OTHER
[1520/3763] Processing: anvil/splinterdb-smt-betree__FilteredBetreeRefinement_v.6.smt2 -> UNKNOWN
[1521/3763] Processing: anvil/splinterdb-smt-allocation_layer__UnifiedCrashAwareJournal_v__UnifiedCrashAwareJournal.10.smt2 -> UNKNOWN
[1522/3763] Processing: anvil/splinterdb-smt-disk__GenericDisk_v.10.smt2 -> UNSAT
[1523/3763] Processing: anvil/splinterdb-smt-spec__AppIO_t.7.smt2 -> UNKNOWN
[1524/3763] Processing: anvil/splinterdb-smt-journal__LinkedJournal_v.32.smt2 -> UNKNOWN
[1525/3763] Processing: anvil/fluent-smt-fluent_controller__fluentbit__proof__liveness__resource_match.2.smt2 -> OTHER
[1526/3763] Processing: anvil/splinterdb-smt-betree__PagedBetree_v.23.smt2 -> UNKNOWN
[1527/3763] Processing: anvil/splinterdb-smt-allocation_layer__LikesJournal_v.9.smt2 -> UNSAT
[1528/3763] Processing: anvil/splinterdb-smt-betree__LinkedBetree_v.77.smt2 -> UNSAT
[1529/3763] Processing: anvil/zookeeper-smt-rabbitmq-smt-rabbitmq_controller__trusted__spec_types.6.smt2 -> UNSAT
[1530/3763] Processing: anvil/splinterdb-smt-betree__LinkedBranch_v__Refinement_v.17.smt2 -> UNSAT
[1531/3763] Processing: anvil/splinterdb-smt-betree__LinkedBetree_v.98.smt2 -> OTHER
[1532/3763] Processing: anvil/splinterdb-smt-journal__LinkedJournalRefinement_v.2.smt2 -> UNSAT
[1533/3763] Processing: anvil/zookeeper-smt-rabbitmq-smt-rabbitmq_controller__proof__helper_invariants__proof__lemma_always_no_update_status_request_msg_not_from_bc_in_flight_of_stateful_set.smt2 -> OTHER
[1534/3763] Processing: anvil/splinterdb-smt-allocation_layer__AllocationJournal_v.39.smt2 -> OTHER
[1535/3763] Processing: anvil/zookeeper-smt-rabbitmq-smt-rabbitmq_controller__exec__reconciler.10.smt2 -> UNSAT
[1536/3763] Processing: anvil/splinterdb-smt-disk__GenericDisk_v.6.smt2 -> UNSAT
[1537/3763] Processing: anvil/splinterdb-smt-betree__PivotTable_v.3.smt2 -> UNKNOWN
[1538/3763] Processing: anvil/zookeeper-smt-zookeeper_controller__exec__reconciler.8.smt2 -> UNKNOWN
[1539/3763] Processing: anvil/splinterdb-smt-allocation_layer__AllocationJournal_v.7.smt2 -> OTHER
[1540/3763] Processing: anvil/splinterdb-smt-betree__PivotBranchRefinement_v.8.smt2 -> OTHER
[1541/3763] Processing: anvil/splinterdb-smt-abstract_system__MsgHistory_v.11.smt2 -> UNSAT
[1542/3763] Processing: anvil/splinterdb-smt-betree__LinkedBetree_v.61.smt2 -> UNSAT
[1543/3763] Processing: anvil/splinterdb-smt-betree__PagedBetree_v.35.smt2 -> UNSAT
[1544/3763] Processing: anvil/splinterdb-smt-betree__PivotBetreeRefinement_v.27.smt2 -> OTHER
[1545/3763] Processing: anvil/fluent-smt-fluent_controller__fluentbit_config__proof__helper_invariants__owner_ref.1.smt2 -> OTHER
[1546/3763] Processing: anvil/splinterdb-smt-journal__PagedJournalRefinement_v.13.smt2 -> OTHER
[1547/3763] Processing: anvil/splinterdb-smt-allocation_layer__MiniAllocator_v.18.smt2 -> UNSAT
[1548/3763] Processing: anvil/fluent-smt-fluent_controller__fluentbit_config__proof__helper_invariants__proof.3.smt2 -> TIMEOUT
[1549/3763] Processing: anvil/splinterdb-smt-journal__PagedJournal_v.16.smt2 -> UNSAT
[1550/3763] Processing: anvil/splinterdb-smt-betree__PivotBetree_v.3.smt2 -> UNSAT
[1551/3763] Processing: anvil/splinterdb-smt-betree__Memtable_v.7.smt2 -> UNSAT
[1552/3763] Processing: anvil/splinterdb-smt-betree__LinkedSeq_v.4.smt2 -> UNSAT
[1553/3763] Processing: anvil/splinterdb-smt-betree__LinkedBetree_v.36.smt2 -> UNSAT
[1554/3763] Processing: anvil/splinterdb-smt-allocation_layer__AllocationJournalRefinement_v.5.smt2 -> OTHER
[1555/3763] Processing: anvil/splinterdb-smt-allocation_layer__LikesJournal_v__LikesJournal.11.smt2 -> UNKNOWN
[1556/3763] Processing: anvil/splinterdb-smt-betree__PagedBetreeRefinement_v.20.smt2 -> UNKNOWN
[1557/3763] Processing: anvil/splinterdb-smt-allocation_layer__UnifiedCrashAwareJournal_v.10.smt2 -> UNSAT
[1558/3763] Processing: anvil/zookeeper-smt-zookeeper_controller__exec__resource__admin_server_service.2.smt2 -> UNKNOWN
[1559/3763] Processing: anvil/splinterdb-smt-allocation_layer__AllocationJournal_v__AllocationJournal.19.smt2 -> OTHER
[1560/3763] Processing: anvil/splinterdb-smt-allocation_layer__LikesJournal_v.12.smt2 -> UNSAT
[1561/3763] Processing: anvil/splinterdb-smt-betree__PivotBranch_v.12.smt2 -> UNKNOWN
[1562/3763] Processing: anvil/fluent-smt-fluent_controller__fluentbit__proof__liveness__terminate.1.smt2 -> TIMEOUT
[1563/3763] Processing: anvil/splinterdb-smt-journal__LinkedJournalRefinement_v.24.smt2 -> OTHER
[1564/3763] Processing: anvil/splinterdb-smt-abstract_system__AbstractCrashAwareSystemRefinement_v.21.smt2 -> UNSAT
[1565/3763] Processing: anvil/splinterdb-smt-journal__LinkedJournal_v.24.smt2 -> OTHER
[1566/3763] Processing: anvil/zookeeper-smt-zookeeper_controller__exec__resource__stateful_set.3.smt2 -> TIMEOUT
[1567/3763] Processing: anvil/splinterdb-smt-betree__PivotBranch_v.13.smt2 -> UNKNOWN
[1568/3763] Processing: anvil/fluent-smt-fluent_controller__fluentbit__proof__helper_invariants__validation.4.smt2 -> OTHER
[1569/3763] Processing: anvil/splinterdb-smt-journal__LinkedJournalRefinement_v.25.smt2 -> OTHER
[1570/3763] Processing: anvil/splinterdb-smt-abstract_system__AbstractCrashAwareSystemRefinement_v.20.smt2 -> UNKNOWN
[1571/3763] Processing: anvil/splinterdb-smt-journal__LinkedJournal_v.25.smt2 -> UNSAT
[1572/3763] Processing: anvil/zookeeper-smt-zookeeper_controller__exec__resource__stateful_set.2.smt2 -> UNKNOWN
[1573/3763] Processing: anvil/splinterdb-smt-betree__Memtable_v.6.smt2 -> UNSAT
[1574/3763] Processing: anvil/splinterdb-smt-betree__LinkedSeq_v.5.smt2 -> UNSAT
[1575/3763] Processing: anvil/splinterdb-smt-betree__LinkedBetree_v.37.smt2 -> UNSAT
[1576/3763] Processing: anvil/splinterdb-smt-allocation_layer__LikesJournal_v__LikesJournal.10.smt2 -> UNKNOWN
[1577/3763] Processing: anvil/splinterdb-smt-allocation_layer__AllocationJournalRefinement_v.4.smt2 -> OTHER
[1578/3763] Processing: anvil/splinterdb-smt-betree__PagedBetreeRefinement_v.21.smt2 -> OTHER
[1579/3763] Processing: anvil/splinterdb-smt-exec__Cache_v__Cache.1.smt2 -> UNSAT
[1580/3763] Processing: anvil/splinterdb-smt-allocation_layer__UnifiedCrashAwareJournal_v.11.smt2 -> UNSAT
[1581/3763] Processing: anvil/zookeeper-smt-zookeeper_controller__exec__resource__admin_server_service.3.smt2 -> OTHER
[1582/3763] Processing: anvil/splinterdb-smt-allocation_layer__AllocationJournal_v__AllocationJournal.18.smt2 -> UNSAT
[1583/3763] Processing: anvil/splinterdb-smt-allocation_layer__LikesJournal_v.13.smt2 -> UNSAT
[1584/3763] Processing: anvil/splinterdb-smt-allocation_layer__MiniAllocator_v.19.smt2 -> UNKNOWN
[1585/3763] Processing: anvil/fluent-smt-fluent_controller__fluentbit_config__proof__helper_invariants__proof.2.smt2 -> TIMEOUT
[1586/3763] Processing: anvil/fluent-smt-fluent_controller__fluentbit_config__proof__liveness__proof.1.smt2 -> TIMEOUT
[1587/3763] Processing: anvil/splinterdb-smt-journal__PagedJournal_v.17.smt2 -> OTHER
[1588/3763] Processing: anvil/splinterdb-smt-betree__PivotBetree_v.2.smt2 -> OTHER
[1589/3763] Processing: anvil/splinterdb-smt-journal__PagedJournalRefinement_v.1.smt2 -> OTHER
[1590/3763] Processing: anvil/splinterdb-smt-betree__LinkedBetree_v.60.smt2 -> OTHER
[1591/3763] Processing: anvil/splinterdb-smt-allocation_layer__AllocationJournal_v__AllocationJournal.1.smt2 -> OTHER
[1592/3763] Processing: anvil/splinterdb-smt-betree__PagedBetree_v.34.smt2 -> OTHER
[1593/3763] Processing: anvil/splinterdb-smt-betree__PivotBetreeRefinement_v.26.smt2 -> OTHER
[1594/3763] Processing: anvil/splinterdb-smt-journal__PagedJournalRefinement_v.12.smt2 -> OTHER
[1595/3763] Processing: anvil/splinterdb-smt-allocation_layer__AllocationJournal_v.38.smt2 -> OTHER
[1596/3763] Processing: anvil/splinterdb-smt-disk__GenericDisk_v.7.smt2 -> OTHER
[1597/3763] Processing: anvil/splinterdb-smt-betree__PivotTable_v.2.smt2 -> OTHER
[1598/3763] Processing: anvil/splinterdb-smt-allocation_layer__AllocationJournal_v.6.smt2 -> OTHER
[1599/3763] Processing: anvil/splinterdb-smt-betree__PivotBranch_v.1.smt2 -> OTHER
[1600/3763] Processing: anvil/zookeeper-smt-zookeeper_controller__exec__reconciler.9.smt2 -> OTHER
[1601/3763] Processing: anvil/splinterdb-smt-betree__PivotBranchRefinement_v.9.smt2 -> OTHER
[1602/3763] Processing: anvil/splinterdb-smt-abstract_system__MsgHistory_v.10.smt2 -> OTHER
[1603/3763] Processing: anvil/splinterdb-smt-betree__PagedBetree_v.22.smt2 -> OTHER
[1604/3763] Processing: anvil/zookeeper-smt-rabbitmq-smt-rabbitmq_controller__exec__resource__service_account.8.smt2 -> OTHER
[1605/3763] Processing: anvil/splinterdb-smt-allocation_layer__LikesJournal_v.8.smt2 -> OTHER
[1606/3763] Processing: anvil/splinterdb-smt-betree__LinkedBetree_v.76.smt2 -> OTHER
[1607/3763] Processing: anvil/splinterdb-smt-marshalling__IntegerMarshalling_v.1.smt2 -> OTHER
[1608/3763] Processing: anvil/splinterdb-smt-betree__LinkedBranch_v__Refinement_v.16.smt2 -> OTHER
[1609/3763] Processing: anvil/splinterdb-smt-journal__LinkedJournalRefinement_v.3.smt2 -> OTHER
[1610/3763] Processing: anvil/splinterdb-smt-betree__LinkedBetree_v.99.smt2 -> OTHER
[1611/3763] Processing: anvil/splinterdb-smt-betree__FilteredBetreeRefinement_v.7.smt2 -> OTHER
[1612/3763] Processing: anvil/splinterdb-smt-allocation_layer__UnifiedCrashAwareJournal_v__UnifiedCrashAwareJournal.11.smt2 -> OTHER
[1613/3763] Processing: anvil/splinterdb-smt-spec__AppIO_t.6.smt2 -> OTHER
[1614/3763] Processing: anvil/splinterdb-smt-journal__LinkedJournal_v.33.smt2 -> OTHER
[1615/3763] Processing: anvil/fluent-smt-fluent_controller__fluentbit__proof__liveness__resource_match.3.smt2 -> OTHER
[1616/3763] Processing: anvil/zookeeper-smt-zookeeper_controller__proof__liveness__zookeeper_api.10.smt2 -> OTHER
[1617/3763] Processing: anvil/splinterdb-smt-betree__PivotBetreeRefinement_v.2.smt2 -> OTHER
[1618/3763] Processing: anvil/splinterdb-smt-allocation_layer__LikesBetree_v__LikesBetree.5.smt2 -> OTHER
[1619/3763] Processing: anvil/splinterdb-smt-betree__PagedBetreeRefinement_v.7.smt2 -> OTHER
[1620/3763] Processing: anvil/splinterdb-smt-betree__LinkedBetree_v.21.smt2 -> OTHER
[1621/3763] Processing: anvil/zookeeper-smt-rabbitmq-smt-rabbitmq_controller__exec__resource__rabbitmq_plugins.5.smt2 -> OTHER
[1622/3763] Processing: anvil/zookeeper-smt-rabbitmq-smt-rabbitmq_controller__exec__resource__service.7.smt2 -> OTHER
[1623/3763] Processing: anvil/splinterdb-smt-journal__LinkedJournal_v.48.smt2 -> OTHER
[1624/3763] Processing: anvil/fluent-smt-fluent_controller__fluentbit__exec__resource__service_account.1.smt2 -> OTHER
[1625/3763] Processing: anvil/fluent-smt-fluent_controller__fluentbit__exec__resource__role.9.smt2 -> OTHER
[1626/3763] Processing: anvil/fluent-smt-fluent_controller__fluentbit__exec__resource__daemon_set.7.smt2 -> OTHER
[1627/3763] Processing: anvil/fluent-smt-fluent_controller__fluentbit__trusted__spec_types.6.smt2 -> OTHER
[1628/3763] Processing: anvil/splinterdb-smt-abstract_system__MsgHistory_v.3.smt2 -> OTHER
[1629/3763] Processing: anvil/splinterdb-smt-betree__PivotBetree_v.33.smt2 -> OTHER
[1630/3763] Processing: anvil/splinterdb-smt-allocation_layer__AllocationJournal_v.14.smt2 -> OTHER
[1631/3763] Processing: anvil/zookeeper-smt-rabbitmq-smt-rabbitmq_controller__proof__liveness__stateful_set_match__lemma_from_after_get_stateful_set_step_to_after_update_stateful_set_step.smt2 -> OTHER
[1632/3763] Processing: anvil/fluent-smt-fluent_controller__fluentbit_config__exec__resource__secret.2.smt2 -> OTHER
[1633/3763] Processing: anvil/fluent-smt-fluent_controller__fluentbit_config__trusted__spec_types.2.smt2 -> OTHER
[1634/3763] Processing: anvil/zookeeper-smt-rabbitmq-smt-rabbitmq_controller__proof__safety__proof.1.smt2 -> OTHER
[1635/3763] Processing: anvil/splinterdb-smt-betree__FilteredBetree_v.40.smt2 -> OTHER
[1636/3763] Processing: anvil/splinterdb-smt-betree__FilteredBetreeRefinement_v.27.smt2 -> OTHER
[1637/3763] Processing: anvil/splinterdb-smt-betree__LinkedBranch_v.17.smt2 -> UNSAT
[1638/3763] Processing: anvil/splinterdb-smt-marshalling__IntegerMarshalling_v.31.smt2 -> UNSAT
[1639/3763] Processing: anvil/splinterdb-smt-allocation_layer__LikesJournalRefinement_v.1.smt2 -> UNSAT
[1640/3763] Processing: anvil/zookeeper-smt-rabbitmq-smt-rabbitmq_controller__proof__helper_invariants__proof__object_in_response_at_after_create_resource_step_is_same_as_etcd_helper.smt2 -> OTHER
[1641/3763] Processing: anvil/zookeeper-smt-zookeeper_controller__proof__liveness__resource_match.6.smt2 -> OTHER
[1642/3763] Processing: anvil/splinterdb-smt-journal__LinkedJournal_v__LinkedJournal.6.smt2 -> UNSAT
[1643/3763] Processing: anvil/zookeeper-smt-zookeeper_controller__exec__reconciler.16.smt2 -> UNSAT
[1644/3763] Processing: anvil/splinterdb-smt-betree__PivotBranch_v.29.smt2 -> UNSAT
[1645/3763] Processing: anvil/splinterdb-smt-allocation_layer__AllocationJournal_v.43.smt2 -> OTHER
[1646/3763] Processing: anvil/splinterdb-smt-exec__MiniAllocator_v.9.smt2 -> UNSAT
[1647/3763] Processing: anvil/splinterdb-smt-betree__FilteredBetree_v__FilteredBetree.smt2 -> UNSAT
[1648/3763] Processing: anvil/splinterdb-smt-betree__FilteredBetree_v.17.smt2 -> UNSAT
[1649/3763] Processing: anvil/splinterdb-smt-allocation_layer__LikesJournal_v.29.smt2 -> UNSAT
[1650/3763] Processing: anvil/splinterdb-smt-betree__LinkedBetree_v.111.smt2 -> OTHER
[1651/3763] Processing: anvil/splinterdb-smt-betree__LinkedBranch_v.40.smt2 -> UNSAT
[1652/3763] Processing: anvil/fluent-smt-fluent_controller__fluentbit_config__exec__reconciler.7.smt2 -> UNSAT
[1653/3763] Processing: anvil/splinterdb-smt-betree__LinkedBranch_v.3.smt2 -> UNSAT
[1654/3763] Processing: anvil/splinterdb-smt-allocation_layer__MiniAllocator_v.7.smt2 -> UNSAT
[1655/3763] Processing: anvil/zookeeper-smt-rabbitmq-smt-rabbitmq_controller__proof__helper_invariants__proof.6.smt2 -> UNSAT
[1656/3763] Processing: anvil/zookeeper-smt-rabbitmq-smt-rabbitmq_controller__exec__resource__stateful_set.3.smt2 -> UNSAT
[1657/3763] Processing: anvil/splinterdb-smt-betree__OffsetMap_v.2.smt2 -> UNSAT
[1658/3763] Processing: anvil/zookeeper-smt-zookeeper_controller__proof__liveness__stateful_set_match.6.smt2 -> OTHER
[1659/3763] Processing: anvil/zookeeper-smt-zookeeper_controller__proof__liveness__spec.12.smt2 -> TIMEOUT
[1660/3763] Processing: anvil/splinterdb-smt-betree__BufferDisk_v.6.smt2 -> UNSAT
[1661/3763] Processing: anvil/splinterdb-smt-allocation_layer__AllocationCrashAwareJournalRefinement_v.10.smt2 -> TIMEOUT
[1662/3763] Processing: anvil/splinterdb-smt-betree__PivotTable_v.10.smt2 -> UNSAT
[1663/3763] Processing: anvil/zookeeper-smt-zookeeper_controller__exec__resource__config_map.4.smt2 -> UNSAT
[1664/3763] Processing: anvil/zookeeper-smt-zookeeper_controller__exec__resource__client_service.3.smt2 -> OTHER
[1665/3763] Processing: anvil/splinterdb-smt-betree__LinkedBranch_v.56.smt2 -> UNSAT
[1666/3763] Processing: anvil/splinterdb-smt-betree__LinkedBetree_v.107.smt2 -> OTHER
[1667/3763] Processing: anvil/splinterdb-smt-betree__PivotBranchRefinement_v.21.smt2 -> OTHER
[1668/3763] Processing: anvil/zookeeper-smt-rabbitmq-smt-rabbitmq_controller__exec__resource__role_binding.7.smt2 -> UNKNOWN
[1669/3763] Processing: anvil/zookeeper-smt-rabbitmq-smt-rabbitmq_controller__exec__resource__default_user_secret.2.smt2 -> UNKNOWN
[1670/3763] Processing: anvil/splinterdb-smt-betree__BufferSeq_v.11.smt2 -> UNKNOWN
[1671/3763] Processing: anvil/splinterdb-smt-betree__PivotBetree_v.25.smt2 -> UNSAT
[1672/3763] Processing: anvil/splinterdb-smt-betree__FilteredBetreeRefinement_v.31.smt2 -> TIMEOUT
[1673/3763] Processing: anvil/zookeeper-smt-rabbitmq-smt-rabbitmq_controller__exec__resource__erlang_cookie.3.smt2 -> UNSAT
[1674/3763] Processing: anvil/splinterdb-smt-betree__PagedBetree_v.18.smt2 -> UNSAT
[1675/3763] Processing: anvil/splinterdb-smt-marshalling__IntegerMarshalling_v.27.smt2 -> UNSAT
[1676/3763] Processing: anvil/splinterdb-smt-allocation_layer__UnifiedCrashAwareJournal_v__UnifiedCrashAwareJournal.1.smt2 -> UNSAT
[1677/3763] Processing: anvil/splinterdb-smt-allocation_layer__LikesBetree_v.7.smt2 -> UNKNOWN
[1678/3763] Processing: anvil/fluent-smt-fluent_controller__fluentbit__proof__helper_invariants__proof.3.smt2Traceback (most recent call last):
  File "/Users/shaamarl/Desktop/Projects/opensourceversions/Sundance-SMT/run_set_membership.py", line 181, in <module>
    main()
  File "/Users/shaamarl/Desktop/Projects/opensourceversions/Sundance-SMT/run_set_membership.py", line 164, in main
    results = process_folder(folder_path, args.verbose)
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/shaamarl/Desktop/Projects/opensourceversions/Sundance-SMT/run_set_membership.py", line 88, in process_folder
    stdout, stderr = run_cargo_on_file(filepath)
                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/shaamarl/Desktop/Projects/opensourceversions/Sundance-SMT/run_set_membership.py", line 21, in run_cargo_on_file
    result = subprocess.run(
             ^^^^^^^^^^^^^^^
  File "/Users/shaamarl/.local/share/mise/installs/python/3.12.10/lib/python3.12/subprocess.py", line 550, in run
    stdout, stderr = process.communicate(input, timeout=timeout)
                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/shaamarl/.local/share/mise/installs/python/3.12.10/lib/python3.12/subprocess.py", line 1209, in communicate
    stdout, stderr = self._communicate(input, endtime, timeout)
                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/shaamarl/.local/share/mise/installs/python/3.12.10/lib/python3.12/subprocess.py", line 2115, in _communicate
    ready = selector.select(timeout)
            ^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/shaamarl/.local/share/mise/installs/python/3.12.10/lib/python3.12/selectors.py", line 415, in select
    fd_event_list = self._selector.poll(timeout)
                    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
KeyboardInterrupt
